recno	PGC	NGC	UGC	IC	Dist	e_Dist	logM*	e_logM*	Gamma*	n_Gamma*	logSFR	e_logSFR	n_logSFR	DelMS	Flags	_RA	_DE
1382	9747	"         "	" "	"       "	23.0	0.12	10.34	0.1	0.22	"SSFRLIKE"	0.74	0.2	"FUV+WISE4"	0.62	"A"	38.39295	-39.04504
1385	9761	"         "	" "	"       "	68.2	0.09	9.52	0.25	0.24	"SSFRLIKE"	-0.19	0.2	"FUV+WISE4"	0.24	" "	38.43309	-38.87372
793	6503	"         "	" "	"       "	51.1	0.12	9.89	0.1	0.4	"SSFRLIKE"	-0.43	0.2	"FUV+WISE4"	-0.25	" "	26.59959	-47.46392
850	6830	"         "	" "	"       "	0.4	0.04	5.93	0.31	0.5	"SSFRLIKE"	-5.12	0.21	"FUV+WISE4"		"S"	27.77625	-44.44472
785	6430	"         "	" "	"       "	4.6	0.04	7.82	0.1	0.2	"SSFRLIKE"	-1.63	0.2	"FUV+WISE4"	-0.08	"S"	26.26542	-43.59778
1140	8320	"         "	" "	"       "	17.2	0.37	8.67	0.11	0.29	"SSFRLIKE"	-1.22	0.2	"FUV+WISE4"	-0.24	" "	32.66212	-40.91808
727	5896	"         "	" "	"       "	4.0	0.04	8.57	0.1	0.26	"SSFRLIKE"	-1.21	0.2	"FUV+WISE4"	-0.16	"S"	23.7693	-41.4362
760	6213	"         "	" "	"       "	17.8	0.36	8.32	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	25.19933	-41.21317
738	6039	"         "	" "	"       "	17.2	0.37	8.53	0.1	0.22	"W4W1    "	-1.33	0.2	"WISE4    "		" "	24.46789	-40.53878
1175	8580	"         "	" "	"       "	16.6	0.39	8.4	0.1	0.3	"SSFRLIKE"	-1.53	0.2	"FUV+WISE4"	-0.36	" "	33.61458	-39.18583
1283	9224	"         "	" "	"       "	68.8	0.09	9.35	0.1	0.3	"SSFRLIKE"	-0.59	0.2	"FUV+WISE4"	-0.05	" "	36.43471	-38.29981
1246	8995	"         "	" "	"       "	67.6	0.09	9.88	0.13	0.29	"SSFRLIKE"	0.0	0.2	"FUV+WISE4"	0.18	" "	35.49573	-37.45496
1360	9582	"         "	" "	"       "	65.9	0.1	11.06	0.1	0.5	"SSFRLIKE"	0.0	0.2	"FUV+WISE4"		" "	37.7742	-36.03469
1358	9571	"         "	" "	"IC1814 "	64.1	0.1	9.26	0.1	0.44	"SSFRLIKE"	-1.24	0.21	"FUV+WISE4"	-0.64	" "	37.71442	-36.00278
1367	9658	"         "	" "	"       "	25.9	0.25	9.57	0.32	0.36	"SSFRLIKE"	-0.61	0.2	"FUV+WISE4"	-0.22	" "	38.07295	-35.03018
1234	8957	"         "	" "	"       "	65.3	0.1	9.7	0.15	0.2	"SSFRLIKE"	0.32	0.2	"FUV+WISE4"	0.63	" "	35.36415	-35.65832
1290	9282	"         "	" "	"       "	62.9	0.1	9.31	0.1	0.33	"SSFRLIKE"	-0.74	0.2	"FUV+WISE4"	-0.17	" "	36.61433	-35.21346
1354	9555	"         "	" "	"IC1811 "	64.7	0.1	10.48	0.1	0.5	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	-0.57	"S"	37.6591	-34.2642
1357	9567	"         "	" "	"IC1813 "	62.9	0.1	10.61	0.1	0.5	"SSFRLIKE"	-0.4	0.2	"FUV+WISE4"		" "	37.70612	-34.22086
13842	132058	"         "	" "	"       "	64.1	0.1	9.0	0.11	0.26	"SSFRLIKE"	-0.79	0.2	"FUV+WISE4"	-0.02	" "	36.4455	-33.87456
902	7106	"         "	" "	"       "	69.4	0.09	10.06	0.1	0.32	"SSFRLIKE"	0.03	0.2	"FUV+WISE4"	0.1	" "	28.7144	-35.16131
964	7452	"         "	" "	"       "	41.6	0.15	9.13	0.11	0.23	"SSFRLIKE"	-0.5	0.2	"FUV+WISE4"	0.19	" "	29.63767	-34.86356
1015	7670	"         "	" "	"       "	67.1	0.09	9.97	0.1	0.43	"SSFRLIKE"	-0.46	0.2	"FUV+WISE4"	-0.33	"S"	30.31063	-34.36301
1001	7609	"         "	" "	"       "	68.2	0.09	10.77	0.1	0.5	"SSFRLIKE"	-0.39	0.2	"FUV+WISE4"		" "	30.12233	-34.25565
1241	8978	"         "	" "	"       "	62.9	0.1	10.09	0.1	0.5	"SSFRLIKE"	-1.15	0.21	"FUV+WISE4"		" "	35.41769	-33.88071
1240	8975	"         "	" "	"       "	66.5	0.1	9.78	0.1	0.42	"SSFRLIKE"	-0.62	0.2	"FUV+WISE4"	-0.36	" "	35.40247	-33.80942
1230	8944	"         "	" "	"       "	65.9	0.1	11.15	0.1	0.5	"SSFRLIKE"	-0.13	0.2	"FUV+WISE4"		"S"	35.2766	-33.72065
1127	8279	"         "	" "	"IC1783 "	54.5	0.12	10.62	0.1	0.36	"SSFRLIKE"	0.43	0.2	"FUV+WISE4"	0.13	" "	32.52556	-32.9399
1085	8089	"         "	" "	"       "	68.8	0.09	9.08	0.1	0.31	"SSFRLIKE"	-0.89	0.2	"FUV+WISE4"	-0.17	" "	31.82504	-32.50583
1088	8108	"         "	" "	"       "	59.9	0.11	8.68	0.1	0.2	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	0.25	" "	31.88904	-32.40478
1114	8229	"         "	" "	"       "	58.2	0.11	8.75	0.17	0.2	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	0.2	" "	32.35458	-32.47056
1126	8278	"         "	" "	"       "	59.9	0.11	9.33	0.1	0.31	"SSFRLIKE"	-0.68	0.2	"FUV+WISE4"	-0.12	"S"	32.52128	-31.7124
1174	8573	"         "	" "	"       "	47.5	0.14	9.42	0.1	0.5	"SSFRLIKE"	-1.28	0.2	"FUV+WISE4"	-0.78	"S"	33.56521	-32.05336
1185	8649	"         "	" "	"IC1788 "	67.0	0.12	10.97	0.1	0.39	"SSFRLIKE"	0.69	0.2	"NUV+WISE4"	0.16	" "	33.95823	-31.20097
1158	8455	"         "	" "	"       "	47.5	0.13	10.64	0.1	0.5	"SSFRLIKE"	-0.93	0.2	"FUV+WISE4"		" "	33.15395	-31.94462
1169	8549	"         "	" "	"       "	48.1	0.13	8.93	0.1	0.31	"SSFRLIKE"	-1.08	0.2	"FUV+WISE4"	-0.26	" "	33.47554	-31.64547
1173	8568	"         "	" "	"       "	55.2	0.12	9.45	0.18	0.28	"SSFRLIKE"	-0.4	0.2	"NUV+WISE4"	0.07	" "	33.55367	-31.14936
14	187	"         "	" "	"       "	18.4	0.34	8.21	0.11	0.42	"W4W1    "	-2.45	0.24	"WISE4    "		" "	0.6925	-52.77139
13813	129238	"         "	" "	"       "	45.2	0.14	9.78	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	4.98578	-51.14761
132	1452	"         "	" "	"       "	43.4	0.15	9.63	0.11	0.23	"SSFRLIKE"	0.0	0.2	"FUV+WISE4"	0.35	" "	5.65854	-48.5811
167	1745	"         "	" "	"       "	39.9	0.16	9.54	0.1	0.45	"SSFRLIKE"	-0.98	0.2	"NUV+WISE4"	-0.57	" "	7.08493	-49.07543
190	1855	"         "	" "	"       "	45.8	0.14	9.91	0.12	0.4	"SSFRLIKE"	-0.44	0.2	"NUV+WISE4"	-0.27	" "	7.60122	-48.68539
13811	129191	"         "	" "	"       "	48.7	0.13	9.08	0.1	0.26	"SSFRLIKE"	-0.68	0.2	"NUV+WISE4"	0.04	"S"	8.58404	-47.623
243	2215	"         "	" "	"       "	47.9	0.12	9.65	0.1	0.22	"SSFRLIKE"	0.05	0.2	"FUV+WISE4"	0.39	" "	9.27572	-46.64409
255	2274	"         "	" "	"       "	45.8	0.14	9.55	0.1	0.26	"SSFRLIKE"	-0.21	0.2	"FUV+WISE4"	0.2	" "	9.51015	-46.51756
121	1374	"         "	" "	"       "	45.8	0.14	9.8	0.11	0.2	"SSFRLIKE"	0.43	0.24	"FUV+WISE4"	0.67	" "	5.35148	-48.66536
120	1370	"         "	" "	"       "	45.8	0.14	9.5	0.15	0.36	"SSFRLIKE"	-0.69	0.77	"FUV+WISE4"	-0.25	"S"	5.34181	-48.64004
122	1388	"         "	" "	"       "	44.6	0.14	10.37	0.1	0.2	"SSFRLIKE"	1.41	0.2	"FUV+WISE4"	1.27	"A"	5.38214	-48.62479
118	1357	"         "	" "	"       "	49.3	0.13	9.21	0.11	0.2	"SSFRLIKE"	-0.23	0.2	"FUV+WISE4"	0.4	" "	5.30859	-48.63008
158	1680	"         "	" "	"       "	46.3	0.14	8.95	0.16	0.2	"SSFRLIKE"	-0.53	0.2	"FUV+WISE4"	0.28	" "	6.83483	-47.3363
285	2433	"         "	" "	"       "	50.5	0.13	10.35	0.1	0.5	"SSFRLIKE"	-0.52	0.2	"FUV+WISE4"	-0.64	" "	10.13103	-45.98542
13821	130045	"         "	" "	"       "	51.1	0.12	9.65	0.7	0.5	"SSFRLIKE"	-1.08	0.27	"FUV+WISE4"	-0.74	"S"	10.84225	-45.16269
292	2471	"         "	" "	"       "	54.6	0.12	8.78	0.1	0.23	"SSFRLIKE"	-0.88	0.2	"FUV+WISE4"	0.04	" "	10.32175	-43.63369
265	2356	"         "	" "	"       "	55.2	0.11	10.16	0.1	0.31	"SSFRLIKE"	0.19	0.2	"FUV+WISE4"	0.19	"S"	9.81477	-43.07543
668	5480	"         "	" "	"       "	68.8	0.09	9.23	0.1	0.3	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.11	" "	22.03717	-42.03422
372	3037	"         "	" "	"       "	53.4	0.12	9.33	0.13	0.23	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	0.26	" "	12.98773	-43.47646
13822	130068	"         "	" "	"       "	54.0	0.12	9.31	0.1	0.28	"SSFRLIKE"	-0.55	0.2	"FUV+WISE4"	0.01	" "	14.43685	-42.73824
412	3422	"         "	" "	"       "	54.6	0.12	8.78	0.17	0.32	"SSFRLIKE"	-1.23	0.21	"FUV+WISE4"	-0.32	" "	14.33583	-42.67111
410	3416	"         "	" "	"       "	46.9	0.13	10.4	0.1	0.5	"SSFRLIKE"	-1.12	0.2	"FUV+WISE4"		" "	14.31154	-40.95911
518	4406	"         "	" "	"       "	46.9	0.13	10.29	0.1	0.34	"SSFRLIKE"	0.17	0.2	"FUV+WISE4"	0.09	" "	18.39232	-37.90166
504	4274	"         "	" "	"       "	51.0	0.12	11.0	0.1	0.29	"SSFRLIKE"	1.09	0.2	"FUV+WISE4"	0.54	" "	17.86516	-38.08345
456	3834	"         "	" "	"       "	54.0	0.12	9.69	0.1	0.31	"SSFRLIKE"	-0.29	0.2	"FUV+WISE4"	0.02	" "	16.17549	-37.63679
13709	95458	"         "	" "	"       "	54.0	0.12	8.88	0.14	0.33	"SSFRLIKE"	-1.2	0.32	"FUV+WISE4"	-0.35	"G"	16.82083	-36.77
471	3971	"         "	" "	"       "	54.6	0.12	9.68	0.1	0.2	"SSFRLIKE"	0.2	0.2	"FUV+WISE4"	0.52	" "	16.83587	-36.7552
93	1001	"         "	" "	"       "	44.6	0.14	9.21	0.2	0.43	"W4W1    "	-1.46	0.21	"WISE4    "		" "	3.76042	-43.29194
203	1956	"         "	" "	"       "	17.8	0.36	8.95	0.1	0.5	"W4W1    "	-2.11	0.23	"WISE4    "		" "	8.04	-40.26778
37	474	"         "	" "	"       "	23.9	0.12	9.79	0.1	0.2	"SSFRLIKE"	0.47	0.2	"FUV+WISE4"	0.72	" "	1.58298	-41.4999
69	800	"         "	" "	"       "	23.9	0.12	8.34	0.15	0.22	"SSFRLIKE"	-1.26	0.2	"FUV+WISE4"	-0.05	" "	2.85208	-41.39778
13828	130903	"         "	" "	"       "	44.0	0.15	8.85	0.1	0.28	"SSFRLIKE"	-1.02	0.2	"FUV+WISE4"	-0.15	" "	2.78614	-38.98757
95	1014	"         "	" "	"       "	2.1	0.04	9.39	0.1	0.39	"SSFRLIKE"	-0.9	0.2	"FUV+WISE4"	-0.38	"S"	3.72334	-39.19663
347	2841	"         "	" "	"       "	48.7	0.13	8.95	0.12	0.21	"SSFRLIKE"	-0.59	0.2	"FUV+WISE4"	0.21	"S"	12.13375	-40.17306
345	2831	"         "	" "	"       "	68.8	0.09	10.56	0.1	0.5	"SSFRLIKE"	-0.99	0.21	"FUV+WISE4"		" "	12.08729	-38.23438
13840	131925	"         "	" "	"       "	54.6	0.12	9.42	0.1	0.21	"SSFRLIKE"	-0.15	0.2	"FUV+WISE4"	0.34	" "	10.87035	-36.46137
395	3238	"         "	" "	"       "	2.1	0.04	9.29	0.1	0.34	"SSFRLIKE"	-0.83	0.2	"FUV+WISE4"	-0.25	"S"	13.72269	-37.68421
424	3554	"         "	" "	"       "	44.5	0.12	9.26	0.1	0.21	"SSFRLIKE"	-0.28	0.2	"FUV+WISE4"	0.32	"S"	14.8724	-36.1866
423	3549	"         "	" "	"IC1608 "	48.1	0.13	10.63	0.1	0.5	"SSFRLIKE"	-0.65	0.2	"FUV+WISE4"		" "	14.85159	-34.32895
13839	131867	"         "	" "	"       "	58.7	0.11	8.9	0.11	0.23	"SSFRLIKE"	-0.72	0.2	"FUV+WISE4"	0.11	" "	7.28454	-34.22586
218	2037	"         "	" "	"       "	62.9	0.1	9.88	0.1	0.26	"SSFRLIKE"	0.12	0.2	"FUV+WISE4"	0.31	" "	8.51259	-32.98522
232	2157	"         "	" "	"       "	59.9	0.11	9.99	0.1	0.3	"SSFRLIKE"	0.05	0.2	"FUV+WISE4"	0.17	" "	9.02751	-32.60321
234	2164	"         "	" "	"       "	63.5	0.1	10.41	0.1	0.5	"SSFRLIKE"	-0.99	0.26	"FUV+WISE4"		" "	9.04691	-32.57458
329	2753	"         "	" "	"       "	23.0	0.28	8.29	0.1	0.3	"SSFRLIKE"	-1.68	0.2	"FUV+WISE4"	-0.44	"S"	11.77625	-31.58167
333	2778	"         "	" "	"       "	21.5	0.12	10.26	0.15	0.5	"SSFRLIKE"	-1.71	0.49	"FUV+WISE4"		" "	11.86517	-31.42183
701	5742	"         "	" "	"       "	49.9	0.13	9.99	0.1	0.31	"SSFRLIKE"	0.01	0.2	"FUV+WISE4"	0.12	" "	23.11445	-38.67966
13829	131052	"         "	" "	"       "	69.4	0.09	9.6	0.12	0.28	"SSFRLIKE"	-0.27	0.2	"FUV+WISE4"	0.1	" "	23.82945	-37.29965
729	5930	"         "	" "	"       "	65.3	0.1	9.93	0.1	0.32	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	0.08	" "	23.91386	-36.16306
723	5875	"         "	" "	"       "	66.5	0.1	10.58	0.1	0.25	"SSFRLIKE"	0.84	0.2	"FUV+WISE4"	0.57	" "	23.71374	-36.13727
13489	87665	"         "	" "	"       "	53.4	0.12	10.03	0.1	0.5	"SSFRLIKE"	-0.78	0.2	"FUV+WISE4"	-0.69	" "	25.93782	-34.30212
778	6350	"         "	" "	"       "	53.4	0.12	9.4	0.11	0.43	"SSFRLIKE"	-1.06	0.21	"FUV+WISE4"	-0.55	" "	25.9052	-34.27239
776	6328	"         "	" "	"IC1724 "	52.2	0.12	10.47	0.1	0.5	"SSFRLIKE"	-1.15	0.4	"FUV+WISE4"		" "	25.79036	-34.24196
775	6319	"         "	" "	"IC1722 "	56.4	0.11	9.65	0.1	0.29	"SSFRLIKE"	-0.26	0.2	"FUV+WISE4"	0.08	" "	25.76242	-34.18733
777	6334	"         "	" "	"       "	52.2	0.12	10.04	0.1	0.24	"SSFRLIKE"	0.34	0.2	"FUV+WISE4"	0.42	" "	25.82646	-34.20611
552	4661	"         "	" "	"       "	29.4	0.22	9.13	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	19.46703	-36.31287
511	4327	"         "	" "	"       "	49.3	0.13	9.1	0.12	0.5	"W4W1    "	-1.95	0.32	"WISE4    "		" "	18.06137	-36.23444
13371	73809	"         "	" "	"       "	45.2	0.14	8.83	0.12	0.32	"SSFRLIKE"	-1.2	0.2	"FUV+WISE4"	-0.32	" "	18.21254	-35.94875
495	4173	"         "	" "	"       "	58.1	0.12	10.06	0.1	0.42	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	-0.29	" "	17.58074	-35.73628
568	4841	"         "	" "	"       "	52.2	0.12	9.02	0.12	0.24	"SSFRLIKE"	-0.67	0.2	"FUV+WISE4"	0.09	" "	20.14083	-34.12194
561	4799	"         "	" "	"       "	42.1	0.12	9.61	0.1	0.35	"SSFRLIKE"	-0.52	0.2	"FUV+WISE4"	-0.15	" "	20.02089	-33.90025
575	4914	"         "	" "	"       "	53.4	0.12	10.64	0.1	0.35	"SSFRLIKE"	0.48	0.2	"FUV+WISE4"	0.17	" "	20.33511	-34.06334
718	5834	"         "	" "	"       "	52.2	0.12	9.03	0.1	0.2	"SSFRLIKE"	-0.46	0.2	"FUV+WISE4"	0.29	" "	23.51871	-34.44564
716	5829	"         "	" "	"       "	52.2	0.12	10.23	0.1	0.4	"SSFRLIKE"	-0.11	0.2	"FUV+WISE4"	-0.15	" "	23.50104	-34.38739
726	5895	"         "	" "	"       "	52.2	0.12	8.83	0.1	0.2	"SSFRLIKE"	-0.65	0.2	"FUV+WISE4"	0.24	" "	23.76975	-34.25442
685	5615	"         "	" "	"       "	68.2	0.09	10.62	0.1	0.4	"SSFRLIKE"	0.29	0.2	"FUV+WISE4"	-0.01	" "	22.60356	-33.03604
13841	131962	"         "	" "	"       "	68.8	0.09	9.44	0.28	0.34	"SSFRLIKE"	-0.65	0.2	"FUV+WISE4"	-0.17	" "	22.52408	-32.85785
759	6198	"         "	" "	"       "	69.4	0.09	10.35	0.1	0.44	"SSFRLIKE"	-0.15	0.2	"FUV+WISE4"	-0.26	" "	25.12936	-32.70145
698	5696	"         "	" "	"       "	67.6	0.09	10.55	0.1	0.29	"SSFRLIKE"	0.63	0.2	"FUV+WISE4"	0.37	"S"	22.96009	-33.11935
13970	142344	"         "	" "	"       "	68.2	0.09	8.38	0.51	0.2	"SSFRLIKE"	-0.93	0.2	"FUV+WISE4"	0.25	" "	23.157	-33.04775
580	4934	"         "	" "	"       "	48.1	0.13	10.32	0.1	0.5	"SSFRLIKE"	-1.61	0.22	"FUV+WISE4"		" "	20.38774	-33.15611
833	6693	"         "	" "	"       "	54.0	0.12	9.45	0.1	0.31	"SSFRLIKE"	-0.55	0.2	"FUV+WISE4"	-0.08	" "	27.37046	-33.83708
952	7400	"         "	" "	"IC1759 "	53.4	0.12	10.35	0.1	0.42	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	-0.19	" "	29.48071	-32.98708
826	6679	"         "	" "	"IC1734 "	68.2	0.09	10.62	0.1	0.38	"SSFRLIKE"	0.38	0.2	"FUV+WISE4"	0.08	" "	27.3211	-32.74252
865	6904	"         "	" "	"       "	55.8	0.11	9.02	0.1	0.25	"W4W1    "	-0.98	0.2	"WISE4    "		" "	27.98708	-31.73667
1064	7940	"         "	" "	"       "	68.8	0.09	9.99	0.1	0.29	"SSFRLIKE"	0.09	0.2	"FUV+WISE4"	0.2	" "	31.26597	-32.38535
1017	7673	"         "	" "	"       "	68.8	0.09	9.42	0.11	0.5	"SSFRLIKE"	-1.29	0.22	"FUV+WISE4"	-0.79	" "	30.32812	-31.21225
14221	170025	"         "	" "	"       "	67.6	0.09	10.2	0.13	0.5	"FIXEDUL "			"FUV+WISE4"		" "	29.74051	-31.00887
970	7481	"         "	" "	"       "	65.9	0.1	9.9	0.1	0.3	"SSFRLIKE"	-0.04	0.2	"FUV+WISE4"	0.13	" "	29.70926	-30.66797
914	7191	"         "	" "	"       "	60.5	0.1	10.9	0.1	0.44	"SSFRLIKE"	0.42	0.2	"FUV+WISE4"	-0.06	" "	28.92135	-29.92232
1061	7916	"         "	" "	"       "	68.2	0.09	10.21	0.1	0.28	"SSFRLIKE"	0.35	0.2	"NUV+WISE4"	0.32	" "	31.1798	-29.30087
1028	7742	"         "	" "	"       "	69.4	0.09	10.51	0.1	0.44	"SSFRLIKE"	0.03	0.2	"NUV+WISE4"	-0.19	" "	30.55017	-28.65736
14627	693747	"         "	" "	"       "	69.4	0.09	10.27	0.11	0.5	"SSFRLIKE"	-0.9	0.2	"FUV+WISE4"		" "	25.48	-32.31806
720	5849	"         "	" "	"       "	26.4	0.12	10.93	0.1	0.31	"SSFRLIKE"	0.96	0.2	"FUV+WISE4"	0.46	" "	23.57598	-29.41849
843	6779	"         "	" "	"       "	68.8	0.09	9.2	0.46	0.3	"SSFRLIKE"	-0.74	0.2	"FUV+WISE4"	-0.1	" "	27.63917	-28.53306
976	7514	"         "	" "	"IC1763 "	62.3	0.1	9.94	0.1	0.36	"SSFRLIKE"	-0.23	0.2	"FUV+WISE4"	-0.08	"S"	29.79898	-27.81072
916	7212	"         "	" "	"       "	61.7	0.1	10.04	0.1	0.34	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	0.02	" "	28.97165	-28.00729
963	7451	"         "	" "	"       "	62.9	0.1	10.46	0.1	0.32	"SSFRLIKE"	0.44	0.2	"FUV+WISE4"	0.24	" "	29.63612	-26.29367
836	6724	"         "	" "	"       "	58.2	0.11	10.34	0.1	0.34	"SSFRLIKE"	0.23	0.2	"FUV+WISE4"	0.12	"S"	27.46569	-27.46659
812	6649	"         "	" "	"       "	17.2	0.38	8.23	0.1	0.33	"W4W1    "	-2.1	0.21	"WISE4    "		" "	27.20583	-27.14083
808	6598	"         "	" "	"IC1729 "	19.0	0.33	9.8	0.1	0.5	"SSFRLIKE"	-1.57	0.2	"FUV+WISE4"		" "	26.98022	-26.89209
520	4440	"         "	" "	"IC1657 "	48.3	0.12	10.55	0.1	0.37	"SSFRLIKE"	0.35	0.2	"FUV+WISE4"	0.09	" "	18.52924	-32.6509
503	4266	"         "	" "	"       "	21.5	0.12	9.28	0.1	0.25	"W4W1    "	-0.71	0.2	"WISE4    "		" "	17.84263	-29.23457
380	3095	"         "	" "	"       "	20.7	0.31	8.3	0.1	0.37	"SSFRLIKE"	-1.92	0.2	"FUV+WISE4"	-0.69	" "	13.18904	-31.71814
378	3089	"         "	" "	"       "	21.5	0.12	10.45	0.1	0.39	"SSFRLIKE"	0.16	0.2	"FUV+WISE4"	-0.03	" "	13.17652	-31.20583
549	4599	"         "	" "	"       "	49.9	0.13	8.98	0.15	0.23	"SSFRLIKE"	-0.67	0.2	"FUV+WISE4"	0.11	" "	19.08701	-27.37096
541	4557	"         "	" "	"       "	50.5	0.13	9.99	0.1	0.35	"SSFRLIKE"	-0.16	0.2	"FUV+WISE4"	-0.04	" "	18.94132	-26.84297
13881	133826	"         "	" "	"       "	54.6	0.12	9.89	0.1	0.5	"FIXEDUL "			"NUV+WISE4"		" "	25.777	-25.33463
13880	133823	"         "	" "	"       "	64.7	0.1	9.39	0.1	0.5	"SSFRLIKE"	-1.35	0.22	"FUV+WISE4"	-0.83	" "	27.11767	-24.1615
813	6655	"         "	" "	"       "	64.1	0.1	10.97	0.1	0.5	"SSFRLIKE"	-0.68	0.2	"FUV+WISE4"		"S"	27.23393	-23.79813
13490	87843	"         "	" "	"       "	62.9	0.1	10.03	0.1	0.34	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	0.02	" "	20.6663	-26.2674
539	4543	"         "	" "	"       "	51.1	0.12	9.71	0.1	0.3	"SSFRLIKE"	-0.26	0.2	"FUV+WISE4"	0.05	" "	18.8862	-26.44678
657	5375	"         "	" "	"       "	18.8	0.12	8.13	0.1	0.2	"SSFRLIKE"	-1.37	0.2	"FUV+WISE4"	-0.02	" "	21.677	-25.31422
526	4474	"         "	" "	"       "	50.5	0.13	9.42	0.2	0.35	"SSFRLIKE"	-0.7	0.2	"FUV+WISE4"	-0.21	" "	18.61174	-25.3835
686	5619	"         "	" "	"       "	18.8	0.12	10.06	0.12	0.34	"SSFRLIKE"	-0.04	0.2	"FUV+WISE4"	0.03	" "	22.61895	-22.66721
1754	11713	"         "	" "	"       "	61.1	0.1	9.72	0.1	0.32	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	-0.01	" "	46.91773	-39.60459
13831	131163	"         "	" "	"       "	63.5	0.1	9.66	0.1	0.34	"W4W1    "	-0.71	0.2	"WISE4    "		" "	44.13237	-39.57055
1574	10705	"         "	" "	"       "	68.2	0.09	10.44	0.1	0.29	"SSFRLIKE"	0.55	0.2	"FUV+WISE4"	0.37	" "	42.39132	-38.76977
13782	125321	"         "	" "	"       "	64.7	0.1	8.86	0.1	0.2	"W4W1    "	-0.65	0.2	"WISE4    "		" "	45.21183	-38.31753
1673	11357	"         "	" "	"       "	20.1	0.32	8.78	0.1	0.5	"W4W1    "	-2.23	0.21	"WISE4    "		"S"	45.09043	-36.92098
13849	132131	"         "	" "	"       "	55.8	0.11	9.24	0.1	0.33	"SSFRLIKE"	-0.84	0.2	"FUV+WISE4"	-0.23	"S"	50.23235	-35.59643
1794	11942	"         "	" "	"       "	45.2	0.14	9.84	0.1	0.5	"W4W1    "	-2.37	0.38	"WISE4    "		" "	48.11989	-35.58809
1831	12181	"         "	" "	"       "	19.0	0.12	8.97	0.1	0.3	"SSFRLIKE"	-0.99	0.2	"FUV+WISE4"	-0.2	"S"	49.22292	-35.54139
1759	11768	"         "	" "	"       "	61.1	0.1	9.27	0.1	0.25	"SSFRLIKE"	-0.48	0.2	"FUV+WISE4"	0.11	" "	47.20637	-35.23592
1695	11455	"         "	" "	"       "	61.7	0.1	9.43	0.2	0.3	"SSFRLIKE"	-0.53	0.2	"FUV+WISE4"	-0.05	" "	45.54008	-35.6865
1821	12138	"         "	" "	"IC1906 "	68.2	0.09	10.26	0.1	0.36	"SSFRLIKE"	0.07	0.2	"FUV+WISE4"	0.01	" "	49.02363	-34.36055
13848	132126	"         "	" "	"       "	68.2	0.09	9.65	0.1	0.41	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.39	" "	47.2816	-33.68019
1781	11856	"         "	" "	"       "	16.8	0.12	8.34	0.11	0.25	"SSFRLIKE"	-1.4	0.2	"FUV+WISE4"	-0.2	" "	47.60146	-33.15617
1557	10604	"         "	" "	"       "	61.1	0.1	9.35	0.1	0.25	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	0.18	" "	42.06294	-36.02538
1614	11016	"         "	" "	"       "	17.5	0.12	8.41	0.44	0.28	"SSFRLIKE"	-1.46	0.2	"FUV+WISE4"	-0.31	" "	43.802	-36.30017
13846	132100	"         "	" "	"       "	62.3	0.1	9.97	0.1	0.46	"SSFRLIKE"	-0.58	0.2	"FUV+WISE4"	-0.45	" "	43.26289	-34.73932
13845	132099	"         "	" "	"       "	61.7	0.1	10.37	0.1	0.5	"SSFRLIKE"	-1.55	0.24	"FUV+WISE4"		" "	43.27323	-34.7253
13844	132098	"         "	" "	"       "	64.1	0.1	9.38	0.97	0.5	"SSFRLIKE"	-1.41	0.22	"FUV+WISE4"	-0.89	"S"	43.28904	-34.51628
1598	10925	"         "	" "	"IC1864 "	62.3	0.1	10.78	0.1	0.5	"SSFRLIKE"	-0.9	0.2	"FUV+WISE4"		" "	43.41374	-34.19762
1741	11665	"         "	" "	"IC1885 "	65.9	0.1	9.89	0.35	0.39	"SSFRLIKE"	-0.4	0.2	"FUV+WISE4"	-0.22	" "	46.66799	-32.86326
1681	11376	"         "	" "	"       "	62.9	0.1	9.38	0.34	0.47	"W4W1    "	-1.45	0.22	"WISE4    "		" "	45.17083	-32.72944
1595	10892	"         "	" "	"       "	68.2	0.09	8.8	0.16	0.2	"SSFRLIKE"	-0.68	0.2	"FUV+WISE4"	0.21	" "	43.21637	-32.86817
1627	11104	"         "	" "	"       "	67.6	0.09	10.63	0.1	0.5	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	-0.37	" "	44.08973	-32.1856
